Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Sales_Anomaly
192,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,kirbys dream land,High Sales Outlier
193,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,fable iii,High Sales Outlier
194,Call of Duty: Advanced Warfare,XONE,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,call of duty advanced warfare,High Sales Outlier
195,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,microsoft flight simulator,High Sales Outlier
196,Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,guitar hero ii,High Sales Outlier
197,Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.43,1.08,0.65,5.11,resident evil 5,High Sales Outlier
198,Grand Theft Auto V,XONE,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,grand theft auto v,High Sales Outlier
199,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,grand theft auto vice city stories,High Sales Outlier
200,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,fifa soccer 11,High Sales Outlier
201,Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,super mario bros,High Sales Outlier
202,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,resident evil,High Sales Outlier
203,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,tony hawks pro skater,High Sales Outlier
204,Super Smash Bros. for Wii U and 3DS,WIIU,2014.0,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,super smash bros for wii u and 3ds,High Sales Outlier
205,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,warzone 2100,High Sales Outlier
206,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,spyro the dragon,High Sales Outlier
207,Link's Crossbow Training,WII,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,links crossbow training,High Sales Outlier
208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,guitar hero iii legends of rock,High Sales Outlier
209,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,fallout 3,High Sales Outlier
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,pokemon mystery dungeon explorers of timeexplorers of darkness,High Sales Outlier
211,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,uncharted drakes fortune,High Sales Outlier
212,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,madden nfl 06,High Sales Outlier
213,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,lego star wars the complete saga,High Sales Outlier
214,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,diddy kong racing,High Sales Outlier
215,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,monster hunter freedom 3,High Sales Outlier
216,Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,dr mario,High Sales Outlier
217,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,god of war iii,High Sales Outlier
218,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,starcraft ii wings of liberty,High Sales Outlier
219,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,assassins creed,High Sales Outlier
220,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,fifa 15,High Sales Outlier
221,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,crash team racing,High Sales Outlier
222,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,fifa 17,High Sales Outlier
223,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,batman arkham city,High Sales Outlier
224,Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,driver 2,High Sales Outlier
225,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,the simpsons hit run,High Sales Outlier
226,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,tony hawks pro skater 2,High Sales Outlier
227,Animal Crossing: City Folk,WII,2008.0,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,animal crossing city folk,High Sales Outlier
228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,the lord of the rings the two towers,High Sales Outlier
229,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,forza motorsport 4,High Sales Outlier
230,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,tomb raider,High Sales Outlier
231,Guitar Hero III: Legends of Rock,WII,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62,guitar hero iii legends of rock,High Sales Outlier
232,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,the legend of zelda a link to the past,High Sales Outlier
233,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,the legend of zelda the wind waker,High Sales Outlier
234,Mario & Sonic at the Olympic Winter Games,WII,2009.0,Sports,Sega,1.89,1.99,0.22,0.48,4.58,mario sonic at the olympic winter games,High Sales Outlier
235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,luigis mansion dark moon,High Sales Outlier
236,Splatoon,WIIU,2015.0,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,splatoon,High Sales Outlier
237,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,the last of us,High Sales Outlier
238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53,guitar hero iii legends of rock,High Sales Outlier
239,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,madden nfl 2005,High Sales Outlier
240,Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,pitfall,High Sales Outlier
241,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,madden nfl 07,High Sales Outlier
242,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,spiderman the movie,High Sales Outlier
243,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,dragon quest vii warriors of eden,High Sales Outlier
244,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,uncharted the nathan drake collection,High Sales Outlier
245,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,call of duty advanced warfare,High Sales Outlier
246,God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,god of war,High Sales Outlier
247,Nintendo Land,WIIU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,nintendo land,High Sales Outlier
248,Michael Jackson: The Experience,WII,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,michael jackson the experience,High Sales Outlier
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,tony hawks pro skater 3,High Sales Outlier
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,winning eleven pro evolution soccer 2007,High Sales Outlier
251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,the elder scrolls iv oblivion,High Sales Outlier
252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,zelda ii the adventure of link,High Sales Outlier
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,need for speed most wanted,High Sales Outlier
254,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,resistance fall of man,High Sales Outlier
255,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,sonic the hedgehog,High Sales Outlier
256,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,kingdom hearts ii,High Sales Outlier
257,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,fifa 14,High Sales Outlier
258,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,call of duty advanced warfare,High Sales Outlier
259,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,asteroids,High Sales Outlier
260,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,fable ii,High Sales Outlier
261,Halo 5: Guardians,XONE,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,halo 5 guardians,High Sales Outlier
262,Super Mario 3D World,WIIU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,super mario 3d world,High Sales Outlier
263,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,batman arkham asylum,High Sales Outlier
264,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,assassins creed revelations,High Sales Outlier
265,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,namco museum,High Sales Outlier
266,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,metal gear solid 3 snake eater,High Sales Outlier
267,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,daxter,High Sales Outlier
268,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,warcraft ii tides of darkness,High Sales Outlier
269,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,the legend of zelda ocarina of time,High Sales Outlier
270,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,fifa soccer 06,High Sales Outlier
271,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,eyetoy play,High Sales Outlier
272,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,uncharted 4 a thiefs end,High Sales Outlier
273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,gran turismo 5 prologue,High Sales Outlier
274,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,assassins creed revelations,High Sales Outlier
275,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,street fighter iv,High Sales Outlier
276,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,fifa 12,High Sales Outlier
277,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,teenage mutant ninja turtles,High Sales Outlier
278,Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,excitebike,High Sales Outlier
279,Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,frogger,High Sales Outlier
280,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,madden nfl 2003,High Sales Outlier
281,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,watch dogs,High Sales Outlier
282,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,halflife,High Sales Outlier
283,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,super mario world 2 yoshis island,High Sales Outlier
284,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,fifa soccer 07,High Sales Outlier
285,The Legend of Zelda: Skyward Sword,WII,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,the legend of zelda skyward sword,High Sales Outlier
286,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,street fighter ii turbo,High Sales Outlier
287,Carnival Games,WII,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,carnival games,High Sales Outlier
288,Fallout 4,XONE,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,fallout 4,High Sales Outlier
289,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,world of warcraft the burning crusade,High Sales Outlier
290,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,fallout new vegas,High Sales Outlier
291,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,god of war ii,High Sales Outlier
292,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,forza motorsport 2,High Sales Outlier
293,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,world soccer winning eleven 9,High Sales Outlier
294,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,namco museum vol3,High Sales Outlier
295,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,tekken tag tournament,High Sales Outlier
296,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,far cry 4,High Sales Outlier
297,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,star fox 64,High Sales Outlier
298,Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,minecraft,High Sales Outlier
299,Golf,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,golf,High Sales Outlier
300,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,fallout 3,High Sales Outlier
301,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,professor layton and the diabolical box,High Sales Outlier
302,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,left 4 dead 2,High Sales Outlier
303,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,namco museum 50th anniversary,High Sales Outlier
304,EA Sports Active,WII,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,ea sports active,High Sales Outlier
305,Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,assassins creed unity,High Sales Outlier
306,Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,donkey kong land,High Sales Outlier
307,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,tony hawks underground,High Sales Outlier
308,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,assassins creed iv black flag,High Sales Outlier
309,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,monster hunter 4 ultimate,High Sales Outlier
310,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,motorstorm,High Sales Outlier
311,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,the elder scrolls v skyrim,High Sales Outlier
312,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,tekken 5,High Sales Outlier
313,Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,dragon warrior iii,High Sales Outlier
314,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,sports champions,High Sales Outlier
315,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,nba 2k16,High Sales Outlier
316,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,world soccer winning eleven 8 international,High Sales Outlier
317,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,flash focus vision training in minutes a day,High Sales Outlier
318,Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,namco museum vol1,High Sales Outlier
319,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,the legend of zelda links awakening,High Sales Outlier
320,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,mario luigi bowsers inside story,High Sales Outlier
321,Big Brain Academy: Wii Degree,WII,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,big brain academy wii degree,High Sales Outlier
322,Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,nintendogs cats,High Sales Outlier
323,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,batman arkham knight,High Sales Outlier
324,Mario & Sonic at the London 2012 Olympic Games,WII,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78,mario sonic at the london 2012 olympic games,High Sales Outlier
325,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78,lego indiana jones the original adventures,High Sales Outlier
326,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,resident evil directors cut,High Sales Outlier
327,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,ratchet clank size matters,High Sales Outlier
328,Just Dance 2014,WII,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,just dance 2014,High Sales Outlier
329,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,the sims unleashed,High Sales Outlier
330,Super Paper Mario,WII,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,super paper mario,High Sales Outlier
331,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,harry potter and the sorcerers stone,High Sales Outlier
332,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,the witcher 3 wild hunt,High Sales Outlier
333,Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,resident evil 3 nemesis,High Sales Outlier
334,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,spyro year of the dragon,High Sales Outlier
335,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,fifa soccer 2005,High Sales Outlier
336,Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,pokmon trading card game,High Sales Outlier
337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,battlefield 4,High Sales Outlier
338,MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,mysims,High Sales Outlier
339,Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,friend collection,High Sales Outlier
340,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,tony hawks pro skater 4,High Sales Outlier
341,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,midnight club 3 dub edition,High Sales Outlier
342,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,banjokazooie,High Sales Outlier
343,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,socom us navy seals,High Sales Outlier
344,Guitar Hero: World Tour,WII,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65,guitar hero world tour,High Sales Outlier
345,Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,gran turismo 6,High Sales Outlier
346,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,jak and daxter the precursor legacy,High Sales Outlier
347,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,pokemon snap,High Sales Outlier
348,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,fifa soccer 10,High Sales Outlier
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,pro evolution soccer 2008,High Sales Outlier
350,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,call of duty ghosts,High Sales Outlier
351,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,resident evil 4,High Sales Outlier
352,Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,tom clancys the division,High Sales Outlier
353,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,star wars battlefront,High Sales Outlier
354,Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,doom ii hell on earth,High Sales Outlier
355,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,the simpsons road rage,High Sales Outlier
356,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,cooking mama 2 dinner with friends,High Sales Outlier
357,Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,luigis mansion,High Sales Outlier
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,star wars battlefront ii,High Sales Outlier
359,WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,wwf smackdown,High Sales Outlier
360,Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,croc legend of the gobbos,High Sales Outlier
361,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,grand theft auto liberty city stories,High Sales Outlier
