Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Regional_Total,NA_Share,EU_Share,JP_Share,Other_Share,Dominant_Region,Dominant_Region_Share,Regional_Anomaly
114,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,need for speed underground 2,6.9,0.3927536231884058,0.43768115942028984,0.011594202898550725,0.15797101449275364,Europe,0.43768115942028984,Normal
115,Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,medal of honor frontline,6.84,0.4283625730994152,0.402046783625731,0.024853801169590645,0.14473684210526316,North America,0.4283625730994152,Normal
116,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83,uncharted 3 drakes deception,6.82,0.40615835777126097,0.4105571847507331,0.02785923753665689,0.15542521994134897,Europe,0.4105571847507331,Normal
117,Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,crash bandicoot,6.819999999999999,0.4736070381231672,0.34457478005865105,0.13782991202346043,0.04398826979472141,North America,0.4736070381231672,Normal
118,Zumba Fitness,WII,2010.0,Sports,505 Games,3.5,2.64,0.0,0.67,6.81,zumba fitness,6.8100000000000005,0.5139500734214391,0.3876651982378855,0.0,0.09838472834067548,North America,0.5139500734214391,Normal
119,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,gears of war 2,6.77,0.6129985228951257,0.28360413589364847,0.008862629246676515,0.09453471196454949,North America,0.6129985228951257,Normal
120,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,uncharted 2 among thieves,6.7299999999999995,0.4858841010401189,0.3343239227340268,0.031203566121842496,0.1485884101040119,North America,0.4858841010401189,Normal
121,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,call of duty 4 modern warfare,6.720000000000001,0.4613095238095238,0.3422619047619047,0.041666666666666664,0.15476190476190474,North America,0.4613095238095238,Normal
122,FIFA 12,PS3,2011.0,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69,fifa 12,6.69,0.12556053811659193,0.6457399103139013,0.016442451420029893,0.2122571001494768,Europe,0.6457399103139013,Normal
123,Big Brain Academy,DS,2005.0,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67,big brain academy,6.669999999999999,0.2503748125937032,0.41679160419790107,0.23988005997001505,0.09295352323838083,Europe,0.41679160419790107,Normal
124,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,red dead redemption,6.6000000000000005,0.4227272727272727,0.3954545454545454,0.025757575757575757,0.15606060606060604,North America,0.4227272727272727,Normal
125,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59,fifa 15,6.6,0.1196969696969697,0.65,0.007575757575757577,0.22272727272727275,Europe,0.65,Normal
126,Donkey Kong Country Returns,WII,2010.0,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59,donkey kong country returns,6.59,0.4931714719271624,0.27921092564491656,0.15629742033383917,0.07132018209408195,North America,0.4931714719271624,Normal
127,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,the elder scrolls v skyrim,6.56,0.38871951219512196,0.413109756097561,0.038109756097560975,0.1600609756097561,Europe,0.413109756097561,Normal
128,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,the legend of zelda,6.499999999999999,0.5753846153846155,0.1430769230769231,0.26,0.021538461538461545,North America,0.5753846153846155,Normal
129,Assassin's Creed III,PS3,2012.0,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5,assassins creed iii,6.5,0.4061538461538462,0.39384615384615385,0.024615384615384615,0.17538461538461536,North America,0.4061538461538462,Normal
130,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,halo combat evolved,6.430000000000001,0.7744945567651633,0.20217729393468117,0.01244167962674961,0.01088646967340591,North America,0.7744945567651633,Regionally Concentrated
131,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,pokmon emerald version,6.420000000000001,0.4003115264797507,0.24610591900311524,0.32087227414330216,0.03271028037383177,North America,0.4003115264797507,Normal
132,Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,kingdom hearts,6.4,0.56875,0.18749999999999997,0.23281249999999998,0.010937500000000001,North America,0.56875,Normal
133,Pokémon Crystal Version,GB,2000.0,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,pokmon crystal version,6.39,0.39906103286384975,0.24413145539906106,0.2018779342723005,0.15492957746478875,North America,0.39906103286384975,Normal
134,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,halo 3 odst,6.359999999999999,0.6823899371069183,0.21226415094339626,0.009433962264150943,0.0959119496855346,North America,0.6823899371069183,Normal
135,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,red dead redemption,6.33,0.5845181674565562,0.31121642969984203,0.014218009478672985,0.0900473933649289,North America,0.5845181674565562,Normal
136,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,super mario sunshine,6.31,0.6354992076069731,0.19968304278922347,0.13787638668779714,0.026941362916006344,North America,0.6354992076069731,Normal
137,Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,street fighter ii the world warrior,6.29,0.3926868044515104,0.13195548489666137,0.4562798092209857,0.019077901430842606,Japan,0.4562798092209857,Normal
138,World of Warcraft,PC,2004.0,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,world of warcraft,6.28,0.011146496815286625,0.9888535031847133,0.0,0.0,Europe,0.9888535031847133,Regionally Concentrated
139,Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,driver,6.26,0.4968051118210863,0.4472843450479233,0.0031948881789137383,0.05271565495207668,North America,0.4968051118210863,Normal
140,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,kinect sports,6.24,0.6282051282051282,0.28525641025641024,0.004807692307692307,0.08173076923076923,North America,0.6282051282051282,Normal
141,Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,gears of war 3,6.23,0.6500802568218298,0.26003210272873195,0.011235955056179775,0.07865168539325842,North America,0.6500802568218298,Normal
142,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,gears of war,6.109999999999999,0.5793780687397709,0.3109656301145663,0.011456628477905077,0.09819967266775778,North America,0.5793780687397709,Normal
143,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,metal gear solid 2 sons of liberty,6.05,0.40495867768595045,0.33223140495867765,0.143801652892562,0.11900826446280992,North America,0.40495867768595045,Normal
144,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,sonic the hedgehog 2,6.0200000000000005,0.7425249169435215,0.19933554817275745,0.026578073089700994,0.03156146179401993,North America,0.7425249169435215,Normal
145,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,metal gear solid 4 guns of the patriots,6.03,0.43615257048092865,0.2885572139303482,0.1376451077943615,0.1376451077943615,North America,0.43615257048092865,Normal
146,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,metal gear solid,6.03,0.527363184079602,0.3034825870646766,0.12935323383084577,0.03980099502487562,North America,0.527363184079602,Normal
147,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,the last of us,5.9799999999999995,0.4030100334448161,0.38127090301003347,0.0468227424749164,0.16889632107023414,North America,0.4030100334448161,Normal
148,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,final fantasy xii,5.95,0.31596638655462184,0.0,0.3915966386554622,0.292436974789916,Japan,0.3915966386554622,Normal
149,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,littlebigplanet,5.92,0.47297297297297297,0.34628378378378377,0.028716216216216218,0.15202702702702703,North America,0.47297297297297297,Normal
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,dragon quest ix sentinels of the starry skies,5.85,0.11282051282051284,0.11794871794871795,0.7435897435897436,0.02564102564102564,Japan,0.7435897435897436,Normal
151,LEGO Star Wars: The Complete Saga,WII,2007.0,Action,LucasArts,3.66,1.63,0.0,0.53,5.83,lego star wars the complete saga,5.82,0.6288659793814433,0.2800687285223367,0.0,0.09106529209621993,North America,0.6288659793814433,Normal
152,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,resident evil 2,5.819999999999999,0.3230240549828179,0.2525773195876289,0.34707903780068733,0.077319587628866,Japan,0.34707903780068733,Normal
153,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,tekken 2,5.74,0.3937282229965156,0.3292682926829268,0.23693379790940766,0.04006968641114982,North America,0.3937282229965156,Normal
154,Cooking Mama,DS,2006.0,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,cooking mama,5.720000000000001,0.5472027972027971,0.3391608391608391,0.012237762237762238,0.10139860139860138,North America,0.5472027972027971,Normal
155,Destiny,PS4,2014.0,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,destiny,5.66,0.43992932862190814,0.362190812720848,0.028268551236749116,0.16961130742049468,North America,0.43992932862190814,Normal
156,Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,tetris,5.580000000000001,0.532258064516129,0.1236559139784946,0.3243727598566308,0.019713261648745515,North America,0.532258064516129,Normal
157,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,assassins creed ii,5.57,0.45601436265709155,0.35008976660682223,0.03770197486535009,0.15619389587073607,North America,0.45601436265709155,Normal
158,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,super smash bros,5.5600000000000005,0.5305755395683454,0.10791366906474818,0.3543165467625899,0.007194244604316546,North America,0.5305755395683454,Normal
159,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,assassins creed,5.55,0.590990990990991,0.2972972972972973,0.012612612612612614,0.09909909909909911,North America,0.590990990990991,Normal
160,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,batman arkham city,5.5200000000000005,0.4891304347826087,0.34601449275362317,0.019927536231884056,0.14492753623188406,North America,0.4891304347826087,Normal
161,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,forza motorsport 3,5.52,0.5416666666666667,0.34782608695652173,0.01811594202898551,0.0923913043478261,North America,0.5416666666666667,Normal
162,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,monster hunter freedom unite,5.51,0.0852994555353902,0.10344827586206896,0.7495462794918331,0.061705989110707814,Japan,0.7495462794918331,Normal
163,Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,super mario advance,5.49,0.5719489981785064,0.22586520947176683,0.1657559198542805,0.03642987249544627,North America,0.5719489981785064,Normal
164,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,mario kart super circuit,5.48,0.47810218978102187,0.2992700729927007,0.18065693430656932,0.041970802919708027,North America,0.47810218978102187,Normal
165,Super Mario World,GBA,2001.0,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,super mario world,5.470000000000001,0.5868372943327239,0.20292504570383912,0.17367458866544788,0.03656307129798903,North America,0.5868372943327239,Normal
166,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,pokemon stadium,5.449999999999999,0.5834862385321102,0.22752293577981655,0.1724770642201835,0.01651376146788991,North America,0.5834862385321102,Normal
167,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,call of duty world at war,5.43,0.5009208103130756,0.3443830570902395,0.0,0.15469613259668508,North America,0.5009208103130756,Normal
168,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,crash bandicoot the wrath of cortex,5.42,0.38191881918819187,0.4225092250922509,0.04428044280442804,0.15129151291512916,Europe,0.4225092250922509,Normal
169,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,minecraft,5.42,0.3634686346863469,0.4630996309963099,0.0,0.17343173431734316,Europe,0.4630996309963099,Normal
170,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,final fantasy xiii,5.369999999999999,0.32402234636871513,0.23091247672253262,0.3482309124767226,0.09683426443202982,Japan,0.3482309124767226,Normal
171,Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,dr mario,5.340000000000001,0.40823970037453183,0.17977528089887637,0.3745318352059925,0.037453183520599245,North America,0.40823970037453183,Normal
172,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,pokemon pinball,5.3100000000000005,0.5687382297551788,0.21092278719397364,0.1902071563088512,0.030131826741996232,North America,0.5687382297551788,Normal
173,Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,assassins creed iii,5.3100000000000005,0.5894538606403013,0.3220338983050847,0.005649717514124293,0.08286252354048963,North America,0.5894538606403013,Normal
174,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,final fantasy ix,5.31,0.3050847457627119,0.1450094161958569,0.5235404896421846,0.02636534839924671,Japan,0.5235404896421846,Normal
175,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,final fantasy x2,5.279999999999999,0.36363636363636365,0.20454545454545459,0.39962121212121215,0.0321969696969697,Japan,0.39962121212121215,Normal
176,Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,donkey kong 64,5.27,0.6318785578747629,0.14990512333965847,0.20683111954459207,0.011385199240986717,North America,0.6318785578747629,Normal
177,Assassin's Creed II,X360,2009.0,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,assassins creed ii,5.25,0.5904761904761905,0.29714285714285715,0.015238095238095238,0.09714285714285714,North America,0.5904761904761905,Normal
178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,professor layton and the curious village,5.25,0.23238095238095238,0.4723809523809524,0.1961904761904762,0.09904761904761905,Europe,0.4723809523809524,Normal
179,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,tomb raider ii,5.24,0.4389312977099236,0.4694656488549618,0.03816793893129771,0.0534351145038168,Europe,0.4694656488549618,Normal
180,Madden NFL 2004,PS2,,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,madden nfl 2004,5.239999999999999,0.8129770992366413,0.04961832061068703,0.0019083969465648859,0.13549618320610687,North America,0.8129770992366413,Regionally Concentrated
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,dragon quest viii journey of the cursed king,5.21,0.12476007677543187,0.14395393474088292,0.6928982725527831,0.038387715930902115,Japan,0.6928982725527831,Normal
182,Diablo III,PC,2012.0,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,diablo iii,5.2,0.4673076923076923,0.41346153846153844,0.0,0.11923076923076922,North America,0.4673076923076923,Normal
183,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,super mario bros 3,5.21,0.562380038387716,0.2399232245681382,0.15930902111324374,0.038387715930902115,North America,0.562380038387716,Normal
184,New Super Mario Bros. U,WIIU,2012.0,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,new super mario bros u,5.2,0.4461538461538461,0.25,0.24423076923076922,0.05961538461538461,North America,0.4461538461538461,Normal
185,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,super mario land 3 wario land,5.19,0.4797687861271676,0.1888246628131021,0.302504816955684,0.02890173410404624,North America,0.4797687861271676,Normal
186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,fifa soccer 13,5.170000000000001,0.20889748549323015,0.6731141199226305,0.005802707930367503,0.11218568665377174,Europe,0.6731141199226305,Normal
187,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,the legend of zelda phantom hourglass,5.17,0.36750483558994196,0.3539651837524178,0.18375241779497098,0.09477756286266925,North America,0.36750483558994196,Normal
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,donkey kong country 2 diddys kong quest,5.15,0.4077669902912621,0.1436893203883495,0.4271844660194175,0.021359223300970873,Japan,0.4271844660194175,Normal
189,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,tomodachi life,5.15,0.18640776699029124,0.39223300970873787,0.3669902912621359,0.05436893203883495,Europe,0.39223300970873787,Normal
190,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.64,2.48,0.44,0.58,5.14,mario sonic at the olympic games,5.140000000000001,0.3190661478599221,0.4824902723735408,0.08560311284046691,0.11284046692607001,Europe,0.4824902723735408,Normal
191,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,medal of honor rising sun,5.14,0.3852140077821012,0.433852140077821,0.025291828793774323,0.15564202334630353,Europe,0.433852140077821,Normal
192,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,kirbys dream land,5.13,0.5282651072124757,0.1189083820662768,0.3313840155945419,0.021442495126705655,North America,0.5282651072124757,Normal
193,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,fable iii,5.13,0.6998050682261209,0.21637426900584797,0.009746588693957116,0.07407407407407407,North America,0.6998050682261209,Normal
194,Call of Duty: Advanced Warfare,XONE,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,call of duty advanced warfare,5.13,0.6257309941520468,0.29824561403508776,0.0019493177387914231,0.07407407407407407,North America,0.6257309941520468,Normal
195,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,microsoft flight simulator,5.11,0.6301369863013698,0.33072407045009783,0.0,0.03913894324853229,North America,0.6301369863013698,Normal
